"Joke";"Joke topic"
In wartime, it's so often the most vulnerable who get forgotten. Someone needs to kill them too.;war
What do you call a sleepy relative of a paper towel? A napkin.;napkin
What's Bruce Lee's favourite drink? WAAAAAATEEEEERRRR;Bruce Lee
Which came first, the chicken or the egg? Eggs can't cum.;chicken
I never wash my fruit, in case anybody's wondering how badass I am.;fruit
Me: Wanna hear a joke? Dog: sure Me: Knock knock *dog goes crazy barking at the door*;dog
There something bugging me. I've encountered this object many times over in the streets lately. Every way I turn I see Weed.... les;weed
What's a hipster's biggest problem? You probably haven't heard it.;hipster
Yelling at a dog... Yelling at a dog to stop barking doesn't work. The dog just probably thinks, 'Awesome, now we are both barking!';dog
What do you call someone who's representing a bike shop? A spokesperson.;bike
What do you call a Russian road with a KFC and lots of prostitutes? The Road of Bones;Russia
Have you heard the one about the bed? No? Then it probably hasn't been made yet.;bed
Dad's last words "Why hello, Serious, my name's...";dad
I bet unscary monsters like to hang out at the back of marathons and imagine all the athletes are running from them.;monster
What has 2 legs and bleeds profusely? Half a cat;animal
Why are so many Italians named Tony? Because when they immigrated from Italy, customs stuck a label on their lapel reading ToN.Y.;nationality
TIFU by having the bomb squad called to my party. They said it was the bomb.;party
A son asks his mom... -Mom, why is my cousin named Diamond? -Because Aunt Carol Loves Diamonds -What about me? -Enough questions Harambe;family
I don't think I could ever fall in love with a midget... I don't think I could ever fall in love with a midget. But I guess it's better to fall in love with a small person, than not a tall.;personality
Hey man, settle an argument for me? "Sure" [handing him a sword] Great, he's just in there;argument
What's the difference between a Porsche and a Porcupine? A Porcupine has the pricks on the outside;vehicle
I bought my son a refrigerator for his birthday I can't wait to see his face light up when he opens it.;gift
What do you call Stephen Hawking before he got motor neuron disease? Stephen Walkin;person
I thought it was odd that there is a Bass Pro Shop and a Dicks in the same shopping center.... But then I realized Bass Pro does attract dicks!;store
"Oh, not much, just grooming my magnificent, powerful wings, you?" -Pegasus every time a normal horse calls him;horse
it's 2013 and food can still make you fat get it together science.;science
Have you guys seen that great television show, "Candy Crush Saga With The Sound From Another Television Show Playing In The Background?";tv
Great things come in small packages Is what i say everytime before i whip it out.;Packages
Every generation just wants their kids to have a better "Spiderman" reboot than they did.;Reboot
What do you call a gust of wind full of sand? A rough draft;Wind
Yo mamma so fat... That when she fell, no one was laughing but the ground was cracking up;Fat
The term "Every 60 seconds in Africa , a minute passes" is stupid Because the majority of Africans don't get seconds , they'll be very lucky if they even get their first servings .;Africa
Roses Are Red, Violets Are Blue, I'm a schizophrenic and so am I. -Oscar Levant.;Love
She: 5 mins babe He: Ok *discovers a new planet* *travels to it* *discovers life* *returns back* He: Ready? She: 5 mins babe;Relationship
My favorite pokemon joke What did pikachu say when ash fell off a cliff? Pikachu, that's all he can say.;Pokemon
I got sick from the Mexican ice cream shop... I got helladiarrhia.;Mexico
i love nature :) sittin in grass, soakin up sun, listenin to all those weird ringtones that come from those animals in the trees or whatever;Nature
If I was on death row I'd request my own heart as my last meal. But they wouldn't be able to extract it til they killed me: Catch 22. I walk;Death
Why Did The Alcoholic Comedian Quit Performing? He couldn't handle the boos.;Comedian
My sausage-addicted friend died in a car crash. Apparently, he took a turn for the wurst.;sausage
My girlfriend told me to go out and get something that makes her look sexy. So, I got drunk.;girlfriend
A cattle rancher thought he had 196 cows... ...but when he rounded them up, he had 200.;cattle
Best pickup line that should not fail. Guy: Wanna have great sex. Girl: No. Guy: Great, let's go then.;pickup
I wonder if clothes in China say "made around the corner";clothes
An Irish man walks out of a bar....;Irish
Doesn't expecting the unexpected make the unexpected become the expected?;expectation
A paraplegic high school senior can graduate... ...but can't walk with their class.;paraplegic
What's grey and comes in pints? An Elephant.;Elephant
I kicked my rear-view mirror addiction... I'm never looking back.;addiction
Did you hear about the plane full of anorexics that crashed? There were no FAT-alities, but everyone felt really, really dead.;anorexics
I remember last year... It's like it was yesterday.;memory
I prefer my babies *shaken, not heard*;babies
I was talking to a record producer at the urinals and now I've got a number 1 on my hands;Music
Why don't Rooster's wear underwear? Because their pecker's on their face;Animals
Why was the scalar depressed? Because he had no direction.;Mathematics
My friends call me The Archeologist Because I date old, dusty pieces of junk;Dating
I woke up to the crack of Dawn the other day... I said "Dawn! Get off my face!";People
Italian WWII Tank for Sale It has 5 speeds 4 are reverse.;War
You have to wait 30 days to buy a gun but Amazon Prime only takes 2 days to ship live bees, no questions asked.;Shopping
how do you make pickle bread? with dill dough;Food
Relationship status: fell out of bed while reaching for a donut;Relationships
The best &amp funniest part of The Big Bang Theory.., is when I get the remote to change the channel.;TV
Planters will be distributing exclusively to airlines. That's just plane nuts.;Food
My jokes are still in alpha. Hopefully soon they'll get beta.;Jokes
